Production,Productivity,SForest,AD,Sharvest,Rewetting,Area (Mha)
MediumLowLow,MediumHigh,75,Low,83,0,1.0474569452072546
MediumLowLow,MediumHigh,75,Low,83,25,1.0474569452072546
MediumLowLow,MediumHigh,75,Low,83,50,1.0474569452072546
MediumLowLow,MediumHigh,75,Low,83,75,1.0474569452072546
MediumLowLow,MediumHigh,75,Low,83,100,1.0474569452072546
MediumLowLow,MediumLow,0,High,0,0,1.0474569452072546
MediumLowLow,MediumLow,0,High,0,25,1.0474569452072546
MediumLowLow,MediumLow,0,High,0,50,1.0474569452072546
MediumLowLow,MediumLow,0,High,0,75,1.0474569452072546
MediumLowLow,MediumLow,0,High,0,100,1.0474569452072546
MediumLowLow,MediumLow,0,High,20,0,1.0474569452072546
MediumLowLow,MediumLow,0,High,20,25,1.0474569452072546
MediumLowLow,MediumLow,0,High,20,50,1.0474569452072546
MediumLowLow,MediumLow,0,High,20,75,1.0474569452072546
MediumLowLow,MediumLow,0,High,20,100,1.0474569452072546
MediumLowLow,MediumLow,0,High,50,0,1.0474569452072546
MediumLowLow,MediumLow,0,High,50,25,1.0474569452072546
MediumLowLow,MediumLow,0,High,50,50,1.0474569452072546
MediumLowLow,MediumLow,0,High,50,75,1.0474569452072546
MediumLowLow,MediumLow,0,High,50,100,1.0474569452072546
MediumLowLow,MediumLow,0,High,83,0,1.0474569452072546
MediumLowLow,MediumLow,0,High,83,25,1.0474569452072546
MediumLowLow,MediumLow,0,High,83,50,1.0474569452072546
MediumLowLow,MediumLow,0,High,83,75,1.0474569452072546
MediumLowLow,MediumLow,0,High,83,100,1.0474569452072546
MediumLowLow,MediumLow,0,Low,0,0,1.0474569452072546
MediumLowLow,MediumLow,0,Low,0,25,1.0474569452072546
MediumLowLow,MediumLow,0,Low,0,50,1.0474569452072546
MediumLowLow,MediumLow,0,Low,0,75,1.0474569452072546
MediumLowLow,MediumLow,0,Low,0,100,1.0474569452072546
MediumLowLow,MediumLow,0,Low,20,0,1.0474569452072546
MediumLowLow,MediumLow,0,Low,20,25,1.0474569452072546
MediumLowLow,MediumLow,0,Low,20,50,1.0474569452072546
MediumLowLow,MediumLow,0,Low,20,75,1.0474569452072546
MediumLowLow,MediumLow,0,Low,20,100,1.0474569452072546
MediumLowLow,MediumLow,0,Low,50,0,1.0474569452072546
MediumLowLow,MediumLow,0,Low,50,25,1.0474569452072546
MediumLowLow,MediumLow,0,Low,50,50,1.0474569452072546
MediumLowLow,MediumLow,0,Low,50,75,1.0474569452072546
MediumLowLow,MediumLow,0,Low,50,100,1.0474569452072546
MediumLowLow,MediumLow,100,High,0,0,1.0474569452072546
MediumLowLow,MediumLow,100,High,0,25,1.0474569452072546
MediumLowLow,MediumLow,100,High,0,50,1.0474569452072546
MediumLowLow,MediumLow,100,High,0,75,1.0474569452072546
MediumLowLow,MediumLow,100,High,0,100,1.0474569452072546
MediumLowLow,MediumLow,100,High,20,0,1.0474569452072546
MediumLowLow,MediumLow,100,High,20,25,1.0474569452072546
MediumLowLow,MediumLow,100,High,20,50,1.0474569452072546
MediumLowLow,MediumLow,100,High,20,75,1.0474569452072546
MediumLowLow,MediumLow,100,High,20,100,1.0474569452072546
MediumLowLow,MediumLow,100,High,50,0,1.0474569452072546
MediumLowLow,MediumLow,100,High,50,25,1.0474569452072546
MediumLowLow,MediumLow,100,High,50,50,1.0474569452072546
MediumLowLow,MediumLow,100,High,50,75,1.0474569452072546
MediumLowLow,MediumLow,100,High,50,100,1.0474569452072546
MediumLowLow,MediumLow,100,High,83,0,1.0474569452072546
MediumLowLow,MediumLow,100,High,83,25,1.0474569452072546
MediumLowLow,MediumLow,100,High,83,50,1.0474569452072546
MediumLowLow,MediumLow,100,High,83,75,1.0474569452072546
MediumLowLow,MediumLow,100,High,83,100,1.0474569452072546
MediumLowLow,MediumLow,100,Low,0,0,1.0474569452072546
MediumLowLow,MediumLow,100,Low,0,25,1.0474569452072546
MediumLowLow,MediumLow,100,Low,0,50,1.0474569452072546
MediumLowLow,MediumLow,100,Low,0,75,1.0474569452072546
MediumLowLow,MediumLow,100,Low,0,100,1.0474569452072546
MediumLowLow,MediumLow,100,Low,20,0,1.0474569452072546
MediumLowLow,MediumLow,100,Low,20,25,1.0474569452072546
MediumLowLow,MediumLow,100,Low,20,50,1.0474569452072546
MediumLowLow,MediumLow,100,Low,20,75,1.0474569452072546
MediumLowLow,MediumLow,100,Low,20,100,1.0474569452072546
MediumLowLow,MediumLow,100,Low,50,0,1.0474569452072546
MediumLowLow,MediumLow,100,Low,50,25,1.0474569452072546
MediumLowLow,MediumLow,100,Low,50,50,1.0474569452072546
MediumLowLow,MediumLow,100,Low,50,75,1.0474569452072546
MediumLowLow,MediumLow,100,Low,50,100,1.0474569452072546
MediumLowLow,MediumLow,100,Low,83,0,1.0474569452072546
MediumLowLow,MediumLow,100,Low,83,25,1.0474569452072546
MediumLowLow,MediumLow,100,Low,83,50,1.0474569452072546
MediumLowLow,MediumLow,100,Low,83,75,1.0474569452072546
MediumLowLow,MediumLow,100,Low,83,100,1.0474569452072546
MediumLowLow,MediumLow,25,High,0,0,1.0474569452072546
MediumLowLow,MediumLow,25,High,0,25,1.0474569452072546
MediumLowLow,MediumLow,25,High,0,50,1.0474569452072546
MediumLowLow,MediumLow,25,High,0,75,1.0474569452072546
MediumLowLow,MediumLow,25,High,0,100,1.0474569452072546
MediumLowLow,MediumLow,25,High,20,0,1.0474569452072546
MediumLowLow,MediumLow,25,High,20,25,1.0474569452072546
MediumLowLow,MediumLow,25,High,20,50,1.0474569452072546
MediumLowLow,MediumLow,25,High,20,75,1.0474569452072546
MediumLowLow,MediumLow,25,High,20,100,1.0474569452072546
MediumLowLow,MediumLow,25,High,50,0,1.0474569452072546
MediumLowLow,MediumLow,25,High,50,25,1.0474569452072546
MediumLowLow,MediumLow,25,High,50,50,1.0474569452072546
MediumLowLow,MediumLow,25,High,50,75,1.0474569452072546
MediumLowLow,MediumLow,25,High,50,100,1.0474569452072546
MediumLowLow,MediumLow,25,High,83,0,1.0474569452072546
MediumLowLow,MediumLow,25,High,83,25,1.0474569452072546
MediumLowLow,MediumLow,25,High,83,50,1.0474569452072546
MediumLowLow,MediumLow,25,High,83,75,1.0474569452072546
MediumLowLow,MediumLow,25,High,83,100,1.0474569452072546
MediumLowLow,MediumLow,25,Low,0,0,1.0474569452072546
MediumLowLow,MediumLow,25,Low,0,25,1.0474569452072546
MediumLowLow,MediumLow,25,Low,0,50,1.0474569452072546
MediumLowLow,MediumLow,25,Low,0,75,1.0474569452072546
MediumLowLow,MediumLow,25,Low,0,100,1.0474569452072546
MediumLowLow,MediumLow,25,Low,20,0,1.0474569452072546
MediumLowLow,MediumLow,25,Low,20,25,1.0474569452072546
MediumLowLow,MediumLow,25,Low,20,50,1.0474569452072546
MediumLowLow,MediumLow,25,Low,20,75,1.0474569452072546
MediumLowLow,MediumLow,25,Low,20,100,1.0474569452072546
MediumLowLow,MediumLow,25,Low,50,0,1.0474569452072546
MediumLowLow,MediumLow,25,Low,50,25,1.0474569452072546
MediumLowLow,MediumLow,25,Low,50,50,1.0474569452072546
MediumLowLow,MediumLow,25,Low,50,75,1.0474569452072546
MediumLowLow,MediumLow,25,Low,50,100,1.0474569452072546
MediumLowLow,MediumLow,25,Low,83,0,1.0474569452072546
MediumLowLow,MediumLow,25,Low,83,25,1.0474569452072546
MediumLowLow,MediumLow,25,Low,83,50,1.0474569452072546
MediumLowLow,MediumLow,25,Low,83,75,1.0474569452072546
MediumLowLow,MediumLow,25,Low,83,100,1.0474569452072546
MediumLowLow,MediumLow,50,High,0,0,1.0474569452072546
MediumLowLow,MediumLow,50,High,0,25,1.0474569452072546
MediumLowLow,MediumLow,50,High,0,50,1.0474569452072546
MediumLowLow,MediumLow,50,High,0,75,1.0474569452072546
MediumLowLow,MediumLow,50,High,0,100,1.0474569452072546
MediumLowLow,MediumLow,50,High,20,0,1.0474569452072546
MediumLowLow,MediumLow,50,High,20,25,1.0474569452072546
MediumLowLow,MediumLow,50,High,20,50,1.0474569452072546
MediumLowLow,MediumLow,50,High,20,75,1.0474569452072546
MediumLowLow,MediumLow,50,High,20,100,1.0474569452072546
MediumLowLow,MediumLow,50,High,50,0,1.0474569452072546
MediumLowLow,MediumLow,50,High,50,25,1.0474569452072546
MediumLowLow,MediumLow,50,High,50,50,1.0474569452072546
MediumLowLow,MediumLow,50,High,50,75,1.0474569452072546
MediumLowLow,MediumLow,50,High,50,100,1.0474569452072546
MediumLowLow,MediumLow,50,High,83,0,1.0474569452072546
MediumLowLow,MediumLow,50,High,83,25,1.0474569452072546
MediumLowLow,MediumLow,50,High,83,50,1.0474569452072546
MediumLowLow,MediumLow,50,High,83,75,1.0474569452072546
MediumLowLow,MediumLow,50,High,83,100,1.0474569452072546
MediumLowLow,MediumLow,50,Low,0,0,1.0474569452072546
MediumLowLow,MediumLow,50,Low,0,25,1.0474569452072546
MediumLowLow,MediumLow,50,Low,0,50,1.0474569452072546
MediumLowLow,MediumLow,50,Low,0,75,1.0474569452072546
MediumLowLow,MediumLow,50,Low,0,100,1.0474569452072546
MediumLowLow,MediumLow,50,Low,20,0,1.0474569452072546
MediumLowLow,MediumLow,50,Low,20,25,1.0474569452072546
MediumLowLow,MediumLow,50,Low,20,50,1.0474569452072546
MediumLowLow,MediumLow,50,Low,20,75,1.0474569452072546
MediumLowLow,MediumLow,50,Low,20,100,1.0474569452072546
MediumLowLow,MediumLow,50,Low,50,0,1.0474569452072546
MediumLowLow,MediumLow,50,Low,50,25,1.0474569452072546
MediumLowLow,MediumLow,50,Low,50,50,1.0474569452072546
MediumLowLow,MediumLow,50,Low,50,75,1.0474569452072546
MediumLowLow,MediumLow,50,Low,50,100,1.0474569452072546
MediumLowLow,MediumLow,50,Low,83,0,1.0474569452072546
MediumLowLow,MediumLow,50,Low,83,25,1.0474569452072546
MediumLowLow,MediumLow,50,Low,83,50,1.0474569452072546
MediumLowLow,MediumLow,50,Low,83,75,1.0474569452072546
MediumLowLow,MediumLow,50,Low,83,100,1.0474569452072546
MediumLowLow,MediumLow,75,High,0,0,1.0474569452072546
MediumLowLow,MediumLow,75,High,0,25,1.0474569452072546
MediumLowLow,MediumLow,75,High,0,50,1.0474569452072546
MediumLowLow,MediumLow,75,High,0,75,1.0474569452072546
MediumLowLow,MediumLow,75,High,0,100,1.0474569452072546
MediumLowLow,MediumLow,75,High,20,0,1.0474569452072546
MediumLowLow,MediumLow,75,High,20,25,1.0474569452072546
MediumLowLow,MediumLow,75,High,20,50,1.0474569452072546
MediumLowLow,MediumLow,75,High,20,75,1.0474569452072546
MediumLowLow,MediumLow,75,High,20,100,1.0474569452072546
MediumLowLow,MediumLow,75,High,50,0,1.0474569452072546
MediumLowLow,MediumLow,75,High,50,25,1.0474569452072546
MediumLowLow,MediumLow,75,High,50,50,1.0474569452072546
MediumLowLow,MediumLow,75,High,50,75,1.0474569452072546
MediumLowLow,MediumLow,75,High,50,100,1.0474569452072546
MediumLowLow,MediumLow,75,High,83,0,1.0474569452072546
MediumLowLow,MediumLow,75,High,83,25,1.0474569452072546
MediumLowLow,MediumLow,75,High,83,50,1.0474569452072546
MediumLowLow,MediumLow,75,High,83,75,1.0474569452072546
MediumLowLow,MediumLow,75,High,83,100,1.0474569452072546
MediumLowLow,MediumLow,75,Low,0,0,1.0474569452072546
MediumLowLow,MediumLow,75,Low,0,25,1.0474569452072546
MediumLowLow,MediumLow,75,Low,0,50,1.0474569452072546
MediumLowLow,MediumLow,75,Low,0,75,1.0474569452072546
MediumLowLow,MediumLow,75,Low,0,100,1.0474569452072546
MediumLowLow,MediumLow,75,Low,20,0,1.0474569452072546
MediumLowLow,MediumLow,75,Low,20,25,1.0474569452072546
MediumLowLow,MediumLow,75,Low,20,50,1.0474569452072546
MediumLowLow,MediumLow,75,Low,20,75,1.0474569452072546
MediumLowLow,MediumLow,75,Low,20,100,1.0474569452072546
MediumLowLow,MediumLow,75,Low,50,0,1.0474569452072546
MediumLowLow,MediumLow,75,Low,50,25,1.0474569452072546
MediumLowLow,MediumLow,75,Low,50,50,1.0474569452072546
MediumLowLow,MediumLow,75,Low,50,75,1.0474569452072546
MediumLowLow,MediumLow,75,Low,50,100,1.0474569452072546
MediumLowLow,MediumLow,75,Low,83,0,1.0474569452072546
MediumLowLow,MediumLow,75,Low,83,25,1.0474569452072546
MediumLowLow,MediumLow,75,Low,83,50,1.0474569452072546
MediumLowLow,MediumLow,75,Low,83,75,1.0474569452072546
MediumLowLow,MediumLow,75,Low,83,100,1.0474569452072546
MediumLow,HighHigh,0,High,0,0,1.193215640571889
MediumLow,HighHigh,0,High,0,25,1.193215640571889
MediumLow,HighHigh,0,High,0,50,1.193215640571889
MediumLow,HighHigh,0,High,0,75,1.193215640571889
MediumLow,HighHigh,0,High,0,100,1.193215640571889
MediumLow,HighHigh,0,High,20,0,1.193215640571889
MediumLow,HighHigh,0,High,20,25,1.193215640571889
MediumLow,HighHigh,0,High,20,50,1.193215640571889
MediumLow,HighHigh,0,High,20,75,1.193215640571889
MediumLow,HighHigh,0,High,20,100,1.193215640571889
MediumLow,HighHigh,0,High,50,0,1.193215640571889
MediumLow,HighHigh,0,High,50,25,1.193215640571889
MediumLow,HighHigh,0,High,50,50,1.193215640571889
MediumLow,HighHigh,0,High,50,75,1.193215640571889
MediumLow,HighHigh,0,High,50,100,1.193215640571889
MediumLow,HighHigh,0,High,83,0,1.193215640571889
MediumLow,HighHigh,0,High,83,25,1.193215640571889
MediumLow,HighHigh,0,High,83,50,1.193215640571889
MediumLow,HighHigh,0,High,83,75,1.193215640571889
MediumLow,HighHigh,0,High,83,100,1.193215640571889
MediumLow,HighHigh,0,Low,0,0,1.193215640571889
MediumLow,HighHigh,0,Low,0,25,1.193215640571889
MediumLow,HighHigh,0,Low,0,50,1.193215640571889
MediumLow,HighHigh,0,Low,0,75,1.193215640571889
MediumLow,HighHigh,0,Low,0,100,1.193215640571889
MediumLow,HighHigh,0,Low,20,0,1.193215640571889
MediumLow,HighHigh,0,Low,20,25,1.193215640571889
MediumLow,HighHigh,0,Low,20,50,1.193215640571889
MediumLow,HighHigh,0,Low,20,75,1.193215640571889
MediumLow,HighHigh,0,Low,20,100,1.193215640571889
MediumLow,HighHigh,0,Low,50,0,1.193215640571889
MediumLow,HighHigh,0,Low,50,25,1.193215640571889
MediumLow,HighHigh,0,Low,50,50,1.193215640571889
MediumLow,HighHigh,0,Low,50,75,1.193215640571889
MediumLow,HighHigh,0,Low,50,100,1.193215640571889
MediumLow,HighHigh,0,Low,83,0,1.193215640571889
MediumLow,HighHigh,0,Low,83,25,1.193215640571889
MediumLow,HighHigh,0,Low,83,50,1.193215640571889
MediumLow,HighHigh,0,Low,83,75,1.193215640571889
MediumLow,HighHigh,0,Low,83,100,1.193215640571889
MediumLow,HighHigh,100,High,0,0,1.193215640571889
MediumLow,HighHigh,100,High,0,25,1.193215640571889
MediumLow,HighHigh,100,High,0,50,1.193215640571889
MediumLow,HighHigh,100,High,0,75,1.193215640571889
MediumLow,HighHigh,100,High,0,100,1.193215640571889
MediumLow,HighHigh,100,High,20,0,1.193215640571889
MediumLow,HighHigh,100,High,20,25,1.193215640571889
MediumLow,HighHigh,100,High,20,50,1.193215640571889
MediumLow,HighHigh,100,High,20,75,1.193215640571889
MediumLow,HighHigh,100,High,20,100,1.193215640571889
MediumLow,HighHigh,100,High,50,0,1.193215640571889
MediumLow,HighHigh,100,High,50,25,1.193215640571889
MediumLow,HighHigh,100,High,50,50,1.193215640571889
MediumLow,HighHigh,100,High,50,75,1.193215640571889
MediumLow,HighHigh,100,High,50,100,1.193215640571889
MediumLow,HighHigh,100,High,83,0,1.193215640571889
MediumLow,HighHigh,100,High,83,25,1.193215640571889
MediumLow,HighHigh,100,High,83,50,1.193215640571889
MediumLow,HighHigh,100,High,83,75,1.193215640571889
MediumLow,HighHigh,100,High,83,100,1.193215640571889
MediumLow,HighHigh,100,Low,0,0,1.193215640571889
MediumLow,HighHigh,100,Low,0,25,1.193215640571889
MediumLow,HighHigh,100,Low,0,50,1.193215640571889
MediumLow,HighHigh,100,Low,0,75,1.193215640571889
MediumLow,HighHigh,100,Low,0,100,1.193215640571889
MediumLow,HighHigh,100,Low,20,0,1.193215640571889
MediumLow,HighHigh,100,Low,20,25,1.193215640571889
MediumLow,HighHigh,100,Low,20,50,1.193215640571889
MediumLow,HighHigh,100,Low,20,75,1.193215640571889
MediumLow,HighHigh,100,Low,20,100,1.193215640571889
MediumLow,HighHigh,100,Low,50,0,1.193215640571889
MediumLow,HighHigh,100,Low,50,25,1.193215640571889
MediumLow,HighHigh,100,Low,50,50,1.193215640571889
MediumLow,HighHigh,100,Low,50,75,1.193215640571889
MediumLow,HighHigh,100,Low,50,100,1.193215640571889
MediumLow,HighHigh,100,Low,83,0,1.193215640571889
MediumLow,HighHigh,100,Low,83,25,1.193215640571889
MediumLow,HighHigh,100,Low,83,50,1.193215640571889
MediumLow,HighHigh,100,Low,83,75,1.193215640571889
MediumLow,HighHigh,100,Low,83,100,1.193215640571889
MediumLow,HighHigh,25,High,0,0,1.193215640571889
MediumLow,HighHigh,25,High,0,25,1.193215640571889
MediumLow,HighHigh,25,High,0,50,1.193215640571889
MediumLow,HighHigh,25,High,0,75,1.193215640571889
MediumLow,HighHigh,25,High,0,100,1.193215640571889
MediumLow,HighHigh,25,High,20,0,1.193215640571889
MediumLow,HighHigh,25,High,20,25,1.193215640571889
MediumLow,HighHigh,25,High,20,50,1.193215640571889
MediumLow,HighHigh,25,High,20,75,1.193215640571889
MediumLow,HighHigh,25,High,20,100,1.193215640571889
MediumLow,HighHigh,25,High,50,0,1.193215640571889
MediumLow,HighHigh,25,High,50,25,1.193215640571889
MediumLow,HighHigh,25,High,50,50,1.193215640571889
MediumLow,HighHigh,25,High,50,75,1.193215640571889
MediumLow,HighHigh,25,High,50,100,1.193215640571889
MediumLow,HighHigh,25,High,83,0,1.193215640571889
MediumLow,HighHigh,25,High,83,25,1.193215640571889
MediumLow,HighHigh,25,High,83,50,1.193215640571889
MediumLow,HighHigh,25,High,83,75,1.193215640571889
MediumLow,HighHigh,25,High,83,100,1.193215640571889
MediumLow,HighHigh,25,Low,0,0,1.193215640571889
MediumLow,HighHigh,25,Low,0,25,1.193215640571889
MediumLow,HighHigh,25,Low,0,50,1.193215640571889
MediumLow,HighHigh,25,Low,0,75,1.193215640571889
MediumLow,HighHigh,25,Low,0,100,1.193215640571889
MediumLow,HighHigh,25,Low,20,0,1.193215640571889
MediumLow,HighHigh,25,Low,20,25,1.193215640571889
MediumLow,HighHigh,25,Low,20,50,1.193215640571889
MediumLow,HighHigh,25,Low,20,75,1.193215640571889
MediumLow,HighHigh,25,Low,20,100,1.193215640571889
MediumLow,HighHigh,25,Low,50,0,1.193215640571889
MediumLow,HighHigh,25,Low,50,25,1.193215640571889
MediumLow,HighHigh,25,Low,50,50,1.193215640571889
MediumLow,HighHigh,25,Low,50,75,1.193215640571889
MediumLow,HighHigh,25,Low,50,100,1.193215640571889
MediumLow,HighHigh,25,Low,83,0,1.193215640571889
MediumLow,HighHigh,25,Low,83,25,1.193215640571889
MediumLow,HighHigh,25,Low,83,50,1.193215640571889
MediumLow,HighHigh,25,Low,83,75,1.193215640571889
MediumLow,HighHigh,25,Low,83,100,1.193215640571889
MediumLow,HighHigh,50,High,0,0,1.193215640571889
MediumLow,HighHigh,50,High,0,25,1.193215640571889
MediumLow,HighHigh,50,High,0,50,1.193215640571889
MediumLow,HighHigh,50,High,0,75,1.193215640571889
MediumLow,HighHigh,50,High,0,100,1.193215640571889
MediumLow,HighHigh,50,High,20,0,1.193215640571889
MediumLow,HighHigh,50,High,20,25,1.193215640571889
MediumLow,HighHigh,50,High,20,50,1.193215640571889
MediumLow,HighHigh,50,High,20,75,1.193215640571889
MediumLow,HighHigh,50,High,20,100,1.193215640571889
MediumLow,HighHigh,50,High,50,0,1.193215640571889
MediumLow,HighHigh,50,High,50,25,1.193215640571889
MediumLow,HighHigh,50,High,50,50,1.193215640571889
MediumLow,HighHigh,50,High,50,75,1.193215640571889
MediumLow,HighHigh,50,High,50,100,1.193215640571889
MediumLow,HighHigh,50,High,83,0,1.193215640571889
MediumLow,HighHigh,50,High,83,25,1.193215640571889
MediumLow,HighHigh,50,High,83,50,1.193215640571889
MediumLow,HighHigh,50,High,83,75,1.193215640571889
MediumLow,HighHigh,50,High,83,100,1.193215640571889
MediumLow,HighHigh,50,Low,0,0,1.193215640571889
MediumLow,HighHigh,50,Low,0,25,1.193215640571889
MediumLow,HighHigh,50,Low,0,50,1.193215640571889
MediumLow,HighHigh,50,Low,0,75,1.193215640571889
MediumLow,HighHigh,50,Low,0,100,1.193215640571889
MediumLow,HighHigh,50,Low,20,0,1.193215640571889
MediumLow,HighHigh,50,Low,20,25,1.193215640571889
MediumLow,HighHigh,50,Low,20,50,1.193215640571889
MediumLow,HighHigh,50,Low,20,75,1.193215640571889
MediumLow,HighHigh,50,Low,20,100,1.193215640571889
MediumLow,HighHigh,50,Low,50,0,1.193215640571889
MediumLow,HighHigh,50,Low,50,25,1.193215640571889
MediumLow,HighHigh,50,Low,50,50,1.193215640571889
MediumLow,HighHigh,50,Low,50,75,1.193215640571889
MediumLow,HighHigh,50,Low,50,100,1.193215640571889
MediumLow,HighHigh,50,Low,83,0,1.193215640571889
MediumLow,HighHigh,50,Low,83,25,1.193215640571889
MediumLow,HighHigh,50,Low,83,50,1.193215640571889
MediumLow,HighHigh,50,Low,83,75,1.193215640571889
MediumLow,HighHigh,50,Low,83,100,1.193215640571889
MediumLow,HighHigh,75,High,0,0,1.193215640571889
MediumLow,HighHigh,75,High,0,25,1.193215640571889
MediumLow,HighHigh,75,High,0,50,1.193215640571889
MediumLow,HighHigh,75,High,0,75,1.193215640571889
MediumLow,HighHigh,75,High,0,100,1.193215640571889
MediumLow,HighHigh,75,High,20,0,1.193215640571889
MediumLow,HighHigh,75,High,20,25,1.193215640571889
MediumLow,HighHigh,75,High,20,50,1.193215640571889
MediumLow,HighHigh,75,High,20,75,1.193215640571889
MediumLow,HighHigh,75,High,20,100,1.193215640571889
MediumLow,HighHigh,75,High,50,0,1.193215640571889
MediumLow,HighHigh,75,High,50,25,1.193215640571889
MediumLow,HighHigh,75,High,50,50,1.193215640571889
MediumLow,HighHigh,75,High,50,75,1.193215640571889
MediumLow,HighHigh,75,High,50,100,1.193215640571889
MediumLow,HighHigh,75,High,83,0,1.193215640571889
MediumLow,HighHigh,75,High,83,25,1.193215640571889
MediumLow,HighHigh,75,High,83,50,1.193215640571889
MediumLow,HighHigh,75,High,83,75,1.193215640571889
MediumLow,HighHigh,75,High,83,100,1.193215640571889
MediumLow,HighHigh,75,Low,0,0,1.193215640571889
MediumLow,HighHigh,75,Low,0,25,1.193215640571889
MediumLow,HighHigh,75,Low,0,50,1.193215640571889
MediumLow,HighHigh,75,Low,0,75,1.193215640571889
MediumLow,HighHigh,75,Low,0,100,1.193215640571889
MediumLow,HighHigh,75,Low,20,0,1.193215640571889
MediumLow,HighHigh,75,Low,20,25,1.193215640571889
MediumLow,HighHigh,75,Low,20,50,1.193215640571889
MediumLow,HighHigh,75,Low,20,75,1.193215640571889
MediumLow,HighHigh,75,Low,20,100,1.193215640571889
MediumLow,HighHigh,75,Low,50,0,1.193215640571889
MediumLow,HighHigh,75,Low,50,25,1.193215640571889
MediumLow,HighHigh,75,Low,50,50,1.193215640571889
MediumLow,HighHigh,75,Low,50,75,1.193215640571889
MediumLow,HighHigh,75,Low,50,100,1.193215640571889
MediumLow,HighHigh,75,Low,83,0,1.193215640571889
MediumLow,HighHigh,75,Low,83,25,1.193215640571889
MediumLow,HighHigh,75,Low,83,50,1.193215640571889
MediumLow,HighHigh,75,Low,83,75,1.193215640571889
MediumLow,HighHigh,75,Low,83,100,1.193215640571889
MediumLow,HighLow,0,High,0,0,1.193215640571889
MediumLow,HighLow,0,High,0,25,1.193215640571889
MediumLow,HighLow,0,High,0,50,1.193215640571889
MediumLow,HighLow,0,High,0,75,1.193215640571889
MediumLow,HighLow,0,High,0,100,1.193215640571889
MediumLow,HighLow,0,High,20,0,1.193215640571889
MediumLow,HighLow,0,High,20,25,1.193215640571889
MediumLow,HighLow,0,High,20,50,1.193215640571889
MediumLow,HighLow,0,High,20,75,1.193215640571889
MediumLow,HighLow,0,High,20,100,1.193215640571889
MediumLow,HighLow,0,High,50,0,1.193215640571889
MediumLow,HighLow,0,High,50,25,1.193215640571889
MediumLow,HighLow,0,High,50,50,1.193215640571889
MediumLow,HighLow,0,High,50,75,1.193215640571889
MediumLow,HighLow,0,High,50,100,1.193215640571889
MediumLow,HighLow,0,High,83,0,1.193215640571889
MediumLow,HighLow,0,High,83,25,1.193215640571889
MediumLow,HighLow,0,High,83,50,1.193215640571889
MediumLow,HighLow,0,High,83,75,1.193215640571889
MediumLow,HighLow,0,High,83,100,1.193215640571889
MediumLow,HighLow,0,Low,0,0,1.193215640571889
MediumLow,HighLow,0,Low,0,25,1.193215640571889
MediumLow,HighLow,0,Low,0,50,1.193215640571889
MediumLow,HighLow,0,Low,0,75,1.193215640571889
MediumLow,HighLow,0,Low,0,100,1.193215640571889
MediumLow,HighLow,0,Low,20,0,1.193215640571889
MediumLow,HighLow,0,Low,20,25,1.193215640571889
MediumLow,HighLow,0,Low,20,50,1.193215640571889
MediumLow,HighLow,0,Low,20,75,1.193215640571889
MediumLow,HighLow,0,Low,20,100,1.193215640571889
MediumLow,HighLow,0,Low,50,0,1.193215640571889
MediumLow,HighLow,0,Low,50,25,1.193215640571889
MediumLow,HighLow,0,Low,50,50,1.193215640571889
MediumLow,HighLow,0,Low,50,75,1.193215640571889
MediumLow,HighLow,0,Low,50,100,1.193215640571889
MediumLow,HighLow,0,Low,83,0,1.193215640571889
MediumLow,HighLow,0,Low,83,25,1.193215640571889
MediumLow,HighLow,0,Low,83,50,1.193215640571889
MediumLow,HighLow,0,Low,83,75,1.193215640571889
MediumLow,HighLow,0,Low,83,100,1.193215640571889
MediumLow,HighLow,100,High,0,0,1.193215640571889
MediumLow,HighLow,100,High,0,25,1.193215640571889
MediumLow,HighLow,100,High,0,50,1.193215640571889
MediumLow,HighLow,100,High,0,75,1.193215640571889
MediumLow,HighLow,100,High,0,100,1.193215640571889
MediumLow,HighLow,100,High,20,0,1.193215640571889
MediumLow,HighLow,100,High,20,25,1.193215640571889
MediumLow,HighLow,100,High,20,50,1.193215640571889
MediumLow,HighLow,100,High,20,75,1.193215640571889
MediumLow,HighLow,100,High,20,100,1.193215640571889
MediumLow,HighLow,100,High,50,0,1.193215640571889
MediumLow,HighLow,100,High,50,25,1.193215640571889
MediumLow,HighLow,100,High,50,50,1.193215640571889
MediumLow,HighLow,100,High,50,75,1.193215640571889
MediumLow,HighLow,100,High,50,100,1.193215640571889
MediumLow,HighLow,100,High,83,0,1.193215640571889
MediumLow,HighLow,100,High,83,25,1.193215640571889
MediumLow,HighLow,100,High,83,50,1.193215640571889
MediumLow,HighLow,100,High,83,75,1.193215640571889
MediumLow,HighLow,100,High,83,100,1.193215640571889
MediumLow,HighLow,100,Low,0,0,1.193215640571889
MediumLow,HighLow,100,Low,0,25,1.193215640571889
MediumLow,HighLow,100,Low,0,50,1.193215640571889
MediumLow,HighLow,100,Low,0,75,1.193215640571889
MediumLow,HighLow,100,Low,0,100,1.193215640571889
MediumLow,HighLow,100,Low,20,0,1.193215640571889
MediumLow,HighLow,100,Low,20,25,1.193215640571889
MediumLow,HighLow,100,Low,20,50,1.193215640571889
MediumLow,HighLow,100,Low,20,75,1.193215640571889
MediumLow,HighLow,100,Low,20,100,1.193215640571889
MediumLow,HighLow,100,Low,50,0,1.193215640571889
